Cstno,Age,Sex,Income,USE_Month,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct
788705358,44,M,8천만원이상,33,14527000,3965000,58
772105608,48,F,2천만원미만,37,2646000,4246000,80
718396533,47,M,6~8천만원미만,38,8185000,4527000,83
712949733,46,M,2~4천만원미만,37,6340000,3536000,61
772036233,62,M,6~8천만원미만,51,5711000,4320000,72
713285058,46,F,2천만원미만,34,2258000,4275000,76
710289783,43,F,2천만원미만,25,2086000,2537000,48
780390108,44,F,2~4천만원미만,34,3256000,5079000,81
720585183,50,M,4~6천만원미만,35,14854000,3659000,68
711831558,49,M,8천만원이상,41,7184000,3244000,58
710854008,48,M,2~4천만원미만,37,6541000,3902000,63
717017808,62,M,2~4천만원미만,52,9065000,4693000,83
823615983,54,M,2~4천만원미만,50,3682000,1642000,35
807587433,56,F,2천만원미만,51,1438300,2229000,40
709987683,46,F,Unknown,36,2286000,2798000,40
714435408,57,M,6~8천만원미만,38,12663000,3297000,54
718994583,48,F,2천만원미만,35,1438300,4777000,69
793616883,39,F,2천만원미만,33,1438300,5205000,78
779978283,45,F,Unknown,34,5056000,4428000,78
713370033,53,F,2천만원미만,40,1438300,2014000,53
710482533,26,M,8천만원이상,17,30928000,3863000,72
778830933,40,M,6~8천만원미만,21,1804000,5308000,78
736145283,43,M,6~8천만원미만,24,1669000,3591000,59
778718658,33,F,Unknown,15,9725000,4062000,65
719482008,45,M,4~6천만원미만,35,21696000,3354000,76
715004808,49,F,2천만원미만,39,2992000,4339000,84
720014358,38,F,2천만원미만,26,1934000,4019000,78
718208358,43,M,8천만원이상,31,34516000,3789000,57
713380308,42,F,2천만원미만,36,1734000,4092000,76
716477133,42,F,2천만원미만,32,1438300,3910000,75
713949858,39,F,2천만원미만,36,1438300,1674000,42
827619933,48,M,2~4천만원미만,44,9673000,3541000,87
779135808,56,F,2~4천만원미만,38,3609000,4318000,81
719751483,39,F,2천만원미만,36,1438300,2567000,48
708219858,39,M,2~4천만원미만,26,6423000,4295000,70
779681433,48,F,2~4천만원미만,31,14899000,1519000,26
720169383,52,F,2~4천만원미만,41,3224000,3707000,74
718056033,44,F,2천만원미만,34,4135000,3334000,56
789226683,44,M,4~6천만원미만,33,4969000,3878000,82
822902508,41,F,2~4천만원미만,37,8376000,4015000,77
780462183,44,M,6~8천만원미만,31,3454000,4026000,67
715502808,42,M,6~8천만원미만,36,25944000,4442000,76
788755158,49,M,4~6천만원미만,29,1438300,3016000,80
780038058,38,F,2천만원미만,22,1556000,2283000,46
709536483,57,M,4~6천만원미만,49,8701000,1999000,41
712563408,33,M,2~4천만원미만,18,5600000,2296000,46
771222558,45,F,2천만원미만,32,2900000,4467000,79
708145908,61,F,2~4천만원미만,50,4906000,3999000,71
717755058,41,F,2천만원미만,36,2687000,4096000,76
789109983,40,F,2~4천만원미만,28,4464000,3870000,73
802600233,51,F,2~4천만원미만,45,1438300,4124000,59
720449208,34,F,2천만원미만,16,2221000,4758000,64
719557983,42,M,4~6천만원미만,36,2966000,4416000,83
766111383,38,F,2~4천만원미만,31,1593000,4136000,67
789367083,41,F,2천만원미만,31,2450000,3778000,64
710538183,53,F,2천만원미만,42,1529000,4220000,83
708534033,45,F,2~4천만원미만,36,6274000,4726000,82
716739258,43,F,2천만원미만,33,1438300,3932000,62
788940558,41,F,2천만원미만,27,2134000,4224000,75
714722808,50,M,6~8천만원미만,33,17158000,4153000,91
713249883,51,F,2~4천만원미만,36,3359000,4572000,81
714207483,47,M,6~8천만원미만,41,11997000,4125000,80
720068808,41,F,2천만원미만,32,3302000,3899000,65
778601733,55,F,2~4천만원미만,47,2687000,2370000,34
709779258,53,F,2천만원미만,43,1438300,4075000,71
713696808,46,F,2천만원미만,39,1801000,2252000,42
720044658,53,M,4~6천만원미만,46,4573000,2720000,46
716373483,48,F,2천만원미만,40,2860000,1544000,45
714305508,46,F,2~4천만원미만,36,13387000,3706000,81
712202433,46,F,2천만원미만,36,2283000,3687000,68
716600733,47,F,2천만원미만,36,2033000,2572000,43
778372158,49,F,2~4천만원미만,33,2506000,4747000,91
714176133,47,F,2천만원미만,36,1438300,4220000,87
708969633,42,M,6~8천만원미만,36,2447000,4544000,80
715765758,54,F,2천만원미만,41,1438300,4217000,72
803097333,41,M,6~8천만원미만,35,10873000,5089000,82
710411358,39,F,2~4천만원미만,28,7596000,2164000,45
715660308,54,F,2천만원미만,44,2921000,2612000,33
711866358,42,F,2~4천만원미만,30,10136000,4429000,78
710738883,52,F,2천만원미만,36,2187000,4222000,61
717822108,60,F,2천만원미만,48,3302000,4613000,85
714407058,40,M,6~8천만원미만,29,30997000,3821000,81
710744433,48,F,2천만원미만,38,2578000,4077000,78
778959258,51,F,2천만원미만,32,1438300,2585000,45
713320008,48,M,6~8천만원미만,37,3034000,4172000,66
766795983,46,F,2천만원미만,40,1438300,4692000,91
716256483,50,F,Unknown,36,2611000,4232000,80
712364283,54,F,2~4천만원미만,43,2222000,3960000,79
714620358,37,F,2천만원미만,30,3328000,2196000,47
709145958,43,F,2천만원미만,36,2440000,1533000,42
709787733,54,F,Unknown,48,9723000,4043000,76
809071083,60,F,2천만원미만,55,2346000,4592000,90
721165608,51,M,4~6천만원미만,36,26142000,3969000,78
716668308,39,F,Unknown,36,12405000,3151000,39
708760458,47,M,6~8천만원미만,36,17655000,3692000,79
720333783,51,F,2천만원미만,33,4941000,3822000,50
789212883,30,F,2천만원미만,19,1644000,2533000,44
711341433,34,F,Unknown,24,3095000,3901000,77
720235608,60,F,2천만원미만,36,3828000,4470000,58
716890533,49,F,2천만원미만,36,2182000,5377000,86
708491508,51,M,4~6천만원미만,42,13906000,3856000,68
718542858,50,M,6~8천만원미만,36,10588000,4623000,84
717750858,32,F,2천만원미만,16,2973000,3769000,78
712450008,50,F,Unknown,36,4045000,2438000,41
827628408,40,M,6~8천만원미만,36,2165000,3672000,64
713492583,34,F,2천만원미만,29,5845000,2308000,35
718054833,50,M,8천만원이상,37,15341000,2916000,65
788770908,45,M,4~6천만원미만,26,3035000,4275000,67
710175783,45,F,Unknown,25,1986000,4303000,59
715429608,45,F,2천만원미만,37,4602000,3520000,66
714058308,43,F,2천만원미만,36,2689000,1941000,53
717965808,65,M,2~4천만원미만,54,9383000,5783000,73
709265208,47,F,2천만원미만,37,1438300,4422000,59
713114133,42,F,2천만원미만,23,1443000,2092000,38
721349883,51,F,2천만원미만,39,2847000,3672000,59
758965158,44,M,6~8천만원미만,37,15638000,4396000,83
749722908,43,M,8천만원이상,36,10700000,4054000,68
709495833,44,F,2천만원미만,36,1438300,1944000,36
717575958,50,F,2~4천만원미만,41,1694000,2349000,42
714406158,53,F,Unknown,36,7939000,2269000,42
767243208,42,F,2천만원미만,35,2555000,4193000,79
711515433,55,F,2천만원미만,36,2850000,4320000,85
720190908,59,M,4~6천만원미만,51,8973000,4699000,72
818814933,58,F,2~4천만원미만,53,6960000,3112000,79
719794383,60,F,2천만원미만,41,4167000,5039000,85
709766808,49,F,Unknown,36,5099000,3819000,82
709666908,42,F,Unknown,36,2782000,4669000,93
794653983,44,F,2천만원미만,27,1480000,5245000,80
716593533,56,M,6~8천만원미만,45,5070000,3651000,76
714113658,52,M,6~8천만원미만,41,2757000,3992000,76
708776658,54,M,6~8천만원미만,43,5774000,4444000,70
712225008,55,M,4~6천만원미만,44,6054000,3998000,80
787450758,57,M,4~6천만원미만,43,19090000,4712000,88
789099783,43,F,2천만원미만,31,2069000,4117000,70
711751533,47,F,2천만원미만,37,2447000,4784000,75
708367908,56,F,2천만원미만,47,3022000,4390000,82
714951858,44,F,2천만원미만,36,4473000,4047000,56
720436008,54,F,2천만원미만,43,5267000,4196000,81
718984533,37,M,6~8천만원미만,29,7199000,4552000,100
716982483,49,F,2천만원미만,38,1438300,4497000,79
708681708,51,F,2천만원미만,43,3245000,1977000,29
720202008,47,F,2~4천만원미만,40,3888000,4377000,88
714483033,45,F,Unknown,40,14728000,4660000,85
711468708,38,F,2~4천만원미만,31,1438300,1986000,52
821724483,48,M,2~4천만원미만,43,11272000,1455000,34
716402508,49,F,2천만원미만,36,2705000,4265000,87
721189008,41,M,6~8천만원미만,27,12270000,4578000,67
712867983,54,F,2천만원미만,43,3006000,5177000,66
713814408,39,M,6~8천만원미만,36,7901000,3667000,66
716671983,38,M,6~8천만원미만,29,5983000,4141000,65
708252108,64,M,2~4천만원미만,53,7362000,4065000,65
717212958,55,M,6~8천만원미만,36,3046000,3153000,57
713048733,50,M,8천만원이상,40,34516000,4054000,75
779841483,55,F,Unknown,39,12972000,2238000,36
710701233,44,F,Unknown,37,17785000,3890000,72
718837683,55,M,8천만원이상,49,3029000,2394000,50
718127958,58,M,Unknown,36,9097000,4174000,85
718685358,51,F,2천만원미만,44,1438300,4488000,84
771559158,58,M,6~8천만원미만,46,2375000,4769000,80
710138883,47,F,2천만원미만,36,8109000,1835000,43
711197658,53,F,2~4천만원미만,43,2618000,4198000,68
709045683,42,F,Unknown,30,3549000,3921000,63
708272808,45,M,2천만원미만,36,2718000,3542000,59
720292983,60,F,2천만원미만,51,2230000,4929000,61
709112508,42,F,2천만원미만,36,3802000,2165000,36
712840608,55,F,2천만원미만,43,2736000,4078000,85
788920308,51,F,2천만원미만,37,2258000,4368000,75
718160358,51,F,2천만원미만,39,1438300,2492000,35
719325783,65,M,2천만원미만,36,2954000,1909000,28
712885533,50,M,6~8천만원미만,31,11882000,3291000,62
719268333,49,F,2천만원미만,36,1438300,4205000,88
721004133,38,F,2천만원미만,25,1438300,4093000,73
714103908,54,F,2천만원미만,36,2778000,4515000,74
771502383,54,F,2천만원미만,42,2474000,4884000,80
713014533,54,F,2~4천만원미만,43,5632000,3557000,64
713980383,49,F,Unknown,38,11025000,1902000,28
711294258,43,F,2천만원미만,38,2642000,4780000,88
719954733,43,M,6~8천만원미만,28,30357000,4435000,68
711561933,57,F,2천만원미만,47,2201000,4256000,70
826077033,46,F,2천만원미만,42,2002000,2423000,39
711555483,43,F,Unknown,36,8777000,4551000,83
715194183,53,F,2천만원미만,36,2575000,2423000,43
716929233,43,F,2~4천만원미만,24,5182000,5235000,92
709014558,49,M,4~6천만원미만,42,3783000,4383000,82
710636208,51,M,8천만원이상,40,34516000,3847000,74
815525508,46,F,2천만원미만,41,1515000,3894000,60
718746933,56,F,2천만원미만,47,2865000,3441000,66
715686183,46,F,2~4천만원미만,34,2711000,4795000,65
741778458,54,F,2천만원미만,47,2341000,3406000,57
801056358,51,M,6~8천만원미만,45,13287000,3851000,75
709486158,33,F,2천만원미만,20,1438300,4530000,72
713826183,41,M,2~4천만원미만,33,1639000,2242000,44
803342358,55,M,4~6천만원미만,49,5668000,3382000,56
780292683,55,M,8천만원이상,41,24542000,984000,24
788646858,41,F,2천만원미만,29,1959000,4275000,61
711116133,50,F,2천만원미만,37,1838000,2461000,47
708584208,36,F,2천만원미만,36,3111000,2367000,41
789097833,39,F,2천만원미만,27,3927000,4230000,93
709443633,38,F,2천만원미만,26,4345000,4770000,62
767280633,46,F,2천만원미만,39,3003000,4378000,96
713096583,40,F,2천만원미만,36,1438300,2294000,40
721033908,58,M,4~6천만원미만,46,2541000,4552000,82
756025233,43,F,2천만원미만,36,2422000,2437000,44
711977508,56,F,2천만원미만,43,1440000,2141000,40
772076208,58,M,6~8천만원미만,47,26108000,3677000,70
710666583,29,F,2천만원미만,36,2516000,2321000,36
712369308,48,F,2~4천만원미만,35,3646000,1969000,38
794784633,61,F,2~4천만원미만,55,2214000,4478000,77
716437533,51,M,6~8천만원미만,43,11862000,4101000,88
715109508,44,F,Unknown,36,8729000,5347000,96
795392433,35,F,Unknown,29,2423000,4651000,69
712721358,48,F,2천만원미만,36,4073000,2059000,43
720118908,26,M,2천만원미만,36,9916000,3477000,65
799486158,39,F,2천만원미만,29,1438300,4222000,65
718980633,38,M,6~8천만원미만,36,6452000,4835000,84
717336408,51,F,2천만원미만,45,1952000,2452000,44
709546608,37,F,2천만원미만,36,1438300,4803000,64
823624158,53,F,Unknown,49,4500000,4579000,78
771688983,53,F,2천만원미만,41,2252000,4201000,68
708701358,39,F,2천만원미만,36,2370000,4000000,79
712048008,56,F,2~4천만원미만,44,2610000,4127000,69
710712783,52,F,2천만원미만,41,2294000,3904000,76
716626008,51,F,Unknown,36,5062000,4243000,102
718284408,43,F,2천만원미만,30,2415000,3970000,68
717414933,51,F,2천만원미만,45,2918000,3818000,61
713032233,53,F,2천만원미만,36,2708000,4812000,83
714234858,54,F,2천만원미만,36,3666000,4735000,84
714818058,36,F,2~4천만원미만,30,1438300,4591000,74
708731658,53,F,2천만원미만,41,1438300,1587000,42
708706833,39,F,Unknown,36,2809000,2466000,40
780100533,46,M,6~8천만원미만,31,26303000,3586000,67
711712983,56,M,6~8천만원미만,46,15982000,4503000,80
712549758,40,F,Unknown,25,25060000,3749000,61
713348433,42,F,2~4천만원미만,29,1545000,4477000,62
820599333,43,F,2천만원미만,38,1438300,4469000,85
787261008,43,M,4~6천만원미만,37,4112000,4446000,75
778343958,47,F,2천만원미만,27,1451000,3866000,72
788407833,49,F,Unknown,42,16424000,4025000,79
760807608,48,F,2천만원미만,41,2340000,4751000,83
771108933,47,F,2천만원미만,34,1926000,4385000,71
715954158,48,M,2~4천만원미만,36,2954000,2433000,29
715499058,36,F,2~4천만원미만,36,1848000,2775000,33
717995958,47,F,Unknown,38,1634000,4397000,72
718736883,49,F,2천만원미만,36,4328000,3421000,61
721045608,51,F,2천만원미만,32,2943000,4554000,75
715215108,54,F,2천만원미만,46,2611000,4899000,68
795823383,43,F,2천만원미만,37,2419000,3888000,63
718338708,49,F,2~4천만원미만,38,5481000,3380000,73
713588958,40,F,2천만원미만,25,2129000,3655000,70
710120358,40,M,4~6천만원미만,27,9026000,2229000,37
809582058,48,M,2~4천만원미만,43,1761000,4410000,73
709199358,60,M,2천만원미만,36,3316000,1684000,19
821889858,50,F,Unknown,46,1970000,2493000,44
815324433,46,F,2천만원미만,41,1438300,4200000,86
793656633,35,F,Unknown,29,2278000,5101000,76
713246208,65,M,2~4천만원미만,56,13364000,4548000,54
711493158,52,M,4~6천만원미만,36,2801000,4926000,90
721163133,44,M,Unknown,36,28292000,3948000,60
826417233,35,F,2천만원미만,31,2933000,5089000,71
711619608,45,M,6~8천만원미만,36,21630000,4584000,84
712244733,56,F,2천만원미만,45,3132000,4412000,73
709638783,50,F,2~4천만원미만,43,2961000,4056000,92
720296808,52,F,Unknown,39,4173000,2554000,47
718926258,37,F,Unknown,28,2458000,4627000,90
714706083,44,M,4~6천만원미만,36,12229000,4284000,75
721473783,35,F,2천만원미만,21,2272000,4614000,75
712230408,42,M,8천만원이상,37,6953000,3700000,80
716186883,48,F,2~4천만원미만,37,1792000,4120000,78
715204083,47,F,2천만원미만,36,2765000,4990000,80
709283358,43,F,2천만원미만,29,2895000,2473000,42
817887408,39,F,2천만원미만,34,6904000,3485000,84
789481233,39,M,2~4천만원미만,30,2220000,2859000,55
718184883,48,F,2천만원미만,34,1495000,3878000,63
821157183,42,F,2천만원미만,37,2541000,4698000,88
709837308,34,F,Unknown,19,7531000,3833000,71
779491908,47,F,Unknown,29,8644000,4272000,59
718399233,43,F,2~4천만원미만,36,1531000,4152000,77
779447358,50,F,2천만원미만,32,2884000,4486000,93
710661333,55,F,Unknown,36,10241000,2513000,47
789114408,50,F,2~4천만원미만,38,4182000,4693000,82
710570058,44,F,2천만원미만,25,3101000,2512000,37
712681608,54,F,2천만원미만,36,4542000,4011000,70
709086933,40,F,2천만원미만,22,3372000,4209000,72
709179708,40,M,4~6천만원미만,36,3099000,3622000,75
711206958,41,F,Unknown,31,2416000,4163000,73
823928058,52,F,2천만원미만,48,5299000,4509000,79
796330983,41,F,2천만원미만,35,2138000,4785000,85
771284658,47,F,2천만원미만,35,1850000,2613000,41
779307558,53,F,2~4천만원미만,35,3585000,4806000,81
788846508,48,F,2~4천만원미만,32,2690000,4567000,81
783500283,62,M,6~8천만원미만,56,29100000,5041000,74
802247658,59,M,2~4천만원미만,53,2699000,2599000,43
795573333,41,M,6~8천만원미만,35,8376000,4142000,67
721366308,50,M,2~4천만원미만,39,13509000,3702000,64
720377433,38,F,2천만원미만,36,2396000,4593000,74
711243108,50,M,6~8천만원미만,36,18964000,3835000,78
789351783,40,F,2천만원미만,30,2114000,4518000,88
719699208,39,F,2천만원미만,36,1623000,4423000,65
720774183,40,F,2천만원미만,30,2579000,4300000,69
713590158,41,M,4~6천만원미만,34,5045000,2042000,40
715547058,35,F,2천만원미만,36,2089000,2707000,51
815596608,48,F,2~4천만원미만,43,2866000,4615000,72
718921683,49,M,6~8천만원미만,38,9738000,4816000,49
720031908,55,M,4~6천만원미만,36,4370000,4326000,74
716716083,58,M,6~8천만원미만,36,3355000,4578000,84
819969933,43,F,2~4천만원미만,38,5070000,4193000,67
714382608,35,F,2천만원미만,36,2572000,4315000,85
720092283,40,F,2천만원미만,31,2016000,4379000,78
720531633,55,F,2천만원미만,36,3552000,2665000,36
718508883,43,F,2천만원미만,36,2325000,2306000,47
708794133,46,F,2천만원미만,37,2533000,3197000,50
713447583,48,F,2~4천만원미만,36,3871000,5480000,58
716107158,32,F,2천만원미만,20,3983000,3098000,46
712713108,61,F,Unknown,36,2035000,4802000,85
719245083,53,F,2천만원미만,39,1773000,4087000,74
708269583,42,F,2천만원미만,28,2029000,4014000,86
720234708,45,M,8천만원이상,33,15490000,2429000,50
709436883,56,F,2~4천만원미만,48,2941000,5000000,87
714140133,42,F,2천만원미만,32,2314000,4678000,74
716136333,40,F,2천만원미만,24,4212000,2725000,41
715031433,57,M,6~8천만원미만,36,6248000,4664000,60
810667158,40,M,2~4천만원미만,35,2430000,4344000,75
715253433,48,M,6~8천만원미만,38,5543000,5266000,79
809937933,42,F,2~4천만원미만,37,2470000,4384000,82
708997833,49,F,2~4천만원미만,39,3255000,4045000,62
718296558,44,F,2~4천만원미만,31,1691000,2345000,33
780086658,43,M,4~6천만원미만,28,18229000,2060000,39
708754833,48,F,Unknown,40,2827000,4583000,72
788638908,43,F,2천만원미만,30,2351000,4278000,71
715607958,45,F,2천만원미만,36,4202000,4385000,78
708515358,40,F,2천만원미만,36,4712000,4216000,82
716357058,53,M,6~8천만원미만,36,2611000,2955000,56
714569958,38,F,2천만원미만,28,3206000,3852000,65
716822583,39,F,2천만원미만,36,5245000,3648000,74
721109358,39,M,4~6천만원미만,27,2583000,4162000,87
827635083,59,F,Unknown,55,1438300,4222000,75
715492983,40,M,8천만원이상,36,7464000,4348000,62
712234308,54,F,Unknown,36,4928000,4767000,90
708334158,46,F,2천만원미만,34,9863000,3068000,58
812488608,44,F,2천만원미만,39,5024000,4908000,73
793345008,44,F,2천만원미만,38,1438300,4287000,80
715487733,44,F,2~4천만원미만,36,1452000,2287000,42
788856408,50,F,Unknown,34,3317000,4264000,75
708154833,39,F,2천만원미만,27,1438300,2336000,46
721147383,37,F,2천만원미만,22,2448000,4087000,81
803973483,49,F,2천만원미만,44,1546000,4496000,83
788941983,36,F,2~4천만원미만,22,2013000,2425000,50
715603233,53,F,2~4천만원미만,42,2293000,4436000,74
709945458,52,M,4~6천만원미만,40,1438300,4791000,82
714614133,53,F,2천만원미만,36,2819000,2128000,39
768167358,37,M,4~6천만원미만,31,1702000,4301000,86
737967708,52,F,2~4천만원미만,45,1611000,4087000,86
712920633,49,F,2~4천만원미만,35,1438300,4348000,79
780373233,39,F,2천만원미만,29,2863000,4985000,90
721384308,39,F,2~4천만원미만,36,3272000,4763000,86
712242633,42,F,2천만원미만,36,2677000,3911000,76
713610933,40,F,2천만원미만,26,2708000,4277000,90
714257958,41,F,2천만원미만,31,1738000,4220000,68
772172883,46,F,2~4천만원미만,35,6145000,4893000,93
720204558,45,F,2천만원미만,36,1640000,4597000,77
779635533,38,F,Unknown,21,2348000,5125000,71
804658833,53,F,2천만원미만,48,1657000,4068000,73
756691608,37,F,Unknown,30,4554000,4816000,81
806219808,52,M,8천만원이상,47,5119000,5146000,88
826266483,39,F,Unknown,35,10600000,4586000,81
775152708,49,M,6~8천만원미만,39,20769000,1835000,43
787596558,50,M,8천만원이상,23,7116000,4748000,85
803205258,51,F,Unknown,45,2420000,4348000,86
716041908,54,F,2천만원미만,43,2082000,4383000,75
708837858,44,F,2천만원미만,34,2718000,4423000,68
828227433,50,M,4~6천만원미만,46,5626000,4957000,84
714487458,49,F,2~4천만원미만,40,2920000,2306000,39
711390333,59,M,6~8천만원미만,46,6526000,2331000,45
787974108,37,F,2~4천만원미만,27,1793000,2374000,40
714036258,47,F,2천만원미만,36,2798000,4255000,64
788752833,52,F,2천만원미만,32,2427000,3857000,69
773108958,55,F,2~4천만원미만,48,3011000,4439000,75
782437008,41,F,Unknown,35,2255000,4717000,83
710729358,40,F,Unknown,30,6479000,2539000,42
827423433,41,F,2천만원미만,37,7492000,3668000,67
756919683,48,F,2천만원미만,41,3632000,4339000,86
779219208,38,F,2천만원미만,28,1744000,4811000,86
712342833,52,F,Unknown,36,5905000,4042000,80
721121283,37,F,2~4천만원미만,24,2573000,4289000,81
790006383,45,M,6~8천만원미만,37,9654000,4221000,67
756989583,41,M,2~4천만원미만,24,1605000,4418000,68
717477783,49,F,2천만원미만,37,10195000,1563000,36
716614683,49,M,4~6천만원미만,36,34516000,3847000,73
789942033,43,M,4~6천만원미만,34,10573000,2237000,43
740784258,47,F,2천만원미만,40,1789000,4191000,90
711336033,26,F,Unknown,36,7595000,4080000,72
768141558,51,M,2~4천만원미만,45,3272000,4220000,74
717179508,33,F,2천만원미만,26,2382000,4011000,68
716520033,52,M,6~8천만원미만,36,1981000,4639000,61
783625008,51,M,8천만원이상,45,22294000,3444000,71
769330908,49,F,2천만원미만,43,2574000,4134000,62
789396783,30,F,2천만원미만,20,2112000,4729000,78
709310433,65,F,2천만원미만,56,5441000,4480000,76
713094483,43,F,2~4천만원미만,32,4391000,4741000,78
770753733,42,F,2천만원미만,28,3044000,4854000,85
712659408,57,M,2~4천만원미만,45,2721000,4578000,81
768475383,62,F,2~4천만원미만,56,4467000,4007000,74
779655183,48,M,6~8천만원미만,31,5033000,4054000,82
711278283,61,F,2천만원미만,50,8604000,4705000,65
713345508,43,F,2천만원미만,36,2325000,4471000,83
711379083,60,F,2천만원미만,42,2758000,5124000,74
789144633,45,M,6~8천만원미만,34,9705000,2001000,34
708393633,41,F,2천만원미만,31,2685000,4625000,94
708657033,60,F,2천만원미만,54,2694000,3837000,71
717949008,40,F,2~4천만원미만,29,1554000,2341000,43
788866983,63,F,2천만원미만,48,1438300,3383000,61
751283658,42,F,2~4천만원미만,35,1786000,4306000,73
718243533,48,M,4~6천만원미만,36,2648000,3880000,74
779754408,44,M,2~4천만원미만,33,2477000,4349000,69
794866983,51,F,Unknown,45,7336000,3812000,67
711832533,42,M,6~8천만원미만,32,34516000,3748000,62
788552658,46,F,2천만원미만,30,2479000,4562000,86
715415508,42,F,Unknown,36,9396000,4301000,71
719962458,44,F,2천만원미만,34,2561000,4869000,70
712734933,43,F,2천만원미만,36,4020000,1952000,39
717410508,43,M,4~6천만원미만,30,25856000,3303000,70
711796683,50,F,2천만원미만,38,7398000,4311000,73
709407933,51,M,6~8천만원미만,38,34516000,4544000,80
810493458,52,F,Unknown,47,4058000,4388000,72
720494058,51,F,2천만원미만,25,3042000,4781000,79
717050883,60,F,2천만원미만,36,2688000,4183000,71
713163258,38,F,Unknown,33,3388000,1959000,52
715659333,43,F,2~4천만원미만,36,4902000,4508000,69
712414908,45,F,Unknown,37,3241000,4992000,80
720175008,48,F,2~4천만원미만,34,5069000,4055000,66
719876808,43,M,6~8천만원미만,36,13625000,3902000,62
713334483,46,M,4~6천만원미만,32,8766000,2263000,35
708360108,50,M,2~4천만원미만,41,2800000,4869000,90
720676158,34,F,Unknown,21,9005000,5223000,89
716631708,56,M,4~6천만원미만,36,2713000,4027000,67
713025558,53,F,2천만원미만,38,1438300,1935000,47
710506683,47,F,2~4천만원미만,39,1746000,4543000,75
712428333,49,M,6~8천만원미만,41,2930000,4041000,75
718041033,47,F,2천만원미만,36,2178000,5363000,76
709169133,35,F,Unknown,23,1438300,3995000,82
718164858,42,F,2천만원미만,34,2021000,4642000,97
809565183,52,F,2천만원미만,47,1842000,2650000,43
778377183,49,M,8천만원이상,29,18284000,4846000,92
712845258,41,M,6~8천만원미만,33,34516000,4161000,71
716915133,42,F,2천만원미만,36,1696000,4397000,70
771403008,52,M,4~6천만원미만,40,7215000,4409000,75
787441383,52,F,2천만원미만,37,1793000,3989000,62
711345258,52,F,2~4천만원미만,44,5731000,4751000,85
713685033,44,F,2천만원미만,33,2417000,1848000,38
718205283,48,F,2~4천만원미만,37,1438300,5035000,76
708337683,51,M,4~6천만원미만,40,21800000,3820000,62
720941433,53,F,2천만원미만,41,1547000,2312000,43
710201058,46,F,2천만원미만,38,1485000,4198000,65
785218458,44,M,2~4천만원미만,38,2505000,4333000,77
770740308,49,F,2~4천만원미만,35,2631000,4691000,92
787493808,48,F,2천만원미만,36,2700000,2396000,49
708846183,48,M,4~6천만원미만,30,3307000,4006000,68
810586833,38,F,Unknown,33,29638000,3429000,78
711151383,34,F,2천만원미만,26,2066000,2157000,37
712425258,46,F,2천만원미만,26,1859000,4260000,72
772063308,45,M,4~6천만원미만,34,13362000,4155000,79
718574808,33,F,2천만원미만,17,2431000,4327000,74
717131283,43,F,2~4천만원미만,34,6034000,4712000,67
798996183,61,F,2천만원미만,55,2194000,4069000,80
716831508,47,F,2~4천만원미만,34,1963000,3492000,59
715297908,41,F,Unknown,22,1438300,2534000,52
813234108,45,F,2천만원미만,40,2922000,3895000,70
711027183,50,M,2~4천만원미만,45,6943000,4946000,80
718812708,57,M,8천만원이상,44,34516000,1882000,48
709505808,45,F,Unknown,33,4345000,1918000,31
711267633,50,F,2천만원미만,40,4248000,2271000,36
719613783,51,F,2천만원미만,42,1438300,4211000,64
719035758,53,F,2천만원미만,43,2383000,4917000,78
708473133,55,F,2천만원미만,45,1677000,4588000,68
712996833,40,F,Unknown,33,2392000,4309000,86
720963258,52,F,2천만원미만,40,3474000,2675000,37
819606258,48,M,4~6천만원미만,43,8737000,3876000,55
714634983,44,F,Unknown,36,3517000,2403000,48
806428908,60,F,Unknown,55,13397000,5049000,75
710903358,65,F,2천만원미만,55,6352000,3709000,77
712676208,46,F,2천만원미만,36,1787000,4084000,79
709005633,62,M,4~6천만원미만,51,18734000,2112000,52
712102983,47,F,2천만원미만,36,1438300,3832000,87
754480233,50,M,2~4천만원미만,43,3525000,4742000,62
719042208,43,M,4~6천만원미만,33,2067000,4565000,65
716251608,45,F,2천만원미만,36,2051000,4355000,87
715537383,46,M,8천만원이상,30,27378000,3934000,78
709460883,38,F,2천만원미만,28,1614000,2437000,46
789325008,49,M,2천만원미만,38,7862000,3645000,82
719195733,47,M,4~6천만원미만,36,4284000,4948000,85
787665258,47,F,2천만원미만,37,1438300,2393000,36
710226708,55,F,2천만원미만,49,1438300,4573000,93
711982383,62,M,4~6천만원미만,49,21805000,4694000,79
716345283,55,M,4~6천만원미만,36,4712000,4277000,66
816850458,33,M,4~6천만원미만,28,1698000,2448000,40
710842308,41,F,2~4천만원미만,26,2264000,4150000,83
713132133,54,F,2천만원미만,39,2720000,5103000,81
788874333,55,M,8천만원이상,40,15631000,4313000,67
717987258,43,F,2~4천만원미만,36,2594000,4503000,67
793712658,52,M,6~8천만원미만,46,15011000,1821000,36
708324483,47,F,2천만원미만,39,1548000,4420000,71
768612258,52,F,2천만원미만,46,2700000,4171000,78
719659758,45,F,2~4천만원미만,35,2919000,4194000,72
711313158,50,F,Unknown,44,10721000,4962000,74
716483358,44,M,2~4천만원미만,29,6125000,5481000,68
719829633,42,F,2천만원미만,29,3200000,5026000,79
